File Name,Result,Input Path,Indexless Input Path,Unmappable CDM Path Count,Unmappable CDM Paths,Reason For Failure
cdm-sample-files/fpml-5-10/record-keeping/products/delegated-reporting/dr-ex01.xml,Fail_MappedNone,party(1)[id=PARTYB].region,party[id=PARTYB].region,0,,Element with value EEA could not be mapped to a rosettaField
cdm-sample-files/fpml-5-10/record-keeping/products/delegated-reporting/dr-ex01.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(1).verificationMethod,trade.tradeHeader.partyTradeInformation.verificationMethod,0,,Element with value Unverified could not be mapped to a rosettaField
cdm-sample-files/fpml-5-10/record-keeping/products/delegated-reporting/dr-ex01.xml,Fail_MappedMultiple,trade.tradeHeader.partyTradeInformation(1).reportingRegime(2).exceedsClearingThreshold,trade.tradeHeader.partyTradeInformation.reportingRegime.exceedsClearingThreshold,2,ReportableEvent.reportableInformation.partyInformation(1).regimeInformation(3).fcaPartyInformation.exceedsClearingThreshold=[true] ReportableEvent.reportableInformation.partyInformation(1).regimeInformation(3).esmaPartyInformation.exceedsClearingThreshold=[true],Element mapped to multiple rosettaFields
cdm-sample-files/fpml-5-10/record-keeping/products/delegated-reporting/dr-ex01.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).category(5)[categoryScheme=http://www.dtcc.com/coding-scheme/external/trade-details/Trade-PARTYA-Mandatory-Delegated-Reporting].categoryScheme,trade.tradeHeader.partyTradeInformation.category[categoryScheme=http://www.dtcc.com/coding-scheme/external/trade-details/Trade-PARTYA-Mandatory-Delegated-Reporting].categoryScheme,0,,Element with value http://www.dtcc.com/coding-scheme/external/trade-details/Trade-PARTYA-Mandatory-Delegated-Reporting could not be mapped to a rosettaField
cdm-sample-files/fpml-5-10/record-keeping/products/delegated-reporting/dr-ex01.xml,Fail_MappedNone,quote(2).time,quote.time,0,,Element with value 2021-03-13T06:33:27Z could not be mapped to a rosettaField
cdm-sample-files/fpml-5-10/record-keeping/products/delegated-reporting/dr-ex01.xml,Fail_MappedMultiple,trade.tradeHeader.partyTradeInformation(1).reportingRegime(1).entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/esma-entity-classification],trade.tradeHeader.partyTradeInformation.reportingRegime.entityClassification[entityClassificationScheme=http://www.fpml.org/coding-scheme/esma-entity-classification],3,ReportableEvent.reportableInformation.partyInformation(1).regimeInformation(2).esmaPartyInformation.natureOfParty=[Financial] ReportableEvent.reportableInformation.partyInformation(1).regimeInformation(2).hkmaPartyInformation.natureOfParty=[Financial] ReportableEvent.reportableInformation.partyInformation(1).regimeInformation(2).fcaPartyInformation.natureOfParty=[Financial],Element mapped to multiple rosettaFields
cdm-sample-files/fpml-5-10/record-keeping/products/delegated-reporting/dr-ex01.xml,Fail_MappedNone,correlationId[correlationIdScheme=http://www.credit-suisse.com/msg_id].correlationIdScheme,correlationId[correlationIdScheme=http://www.credit-suisse.com/msg_id].correlationIdScheme,0,,Element with value http://www.credit-suisse.com/msg_id could not be mapped to a rosettaField
cdm-sample-files/fpml-5-10/record-keeping/products/delegated-reporting/dr-ex01.xml,Fail_MappedNone,trade.tradeHeader.partyTradeInformation(0).reportingRegime(1).actionType[actionTypeScheme=http://www.fpml.org/coding-scheme/action-type].actionTypeScheme,trade.tradeHeader.partyTradeInformation.reportingRegime.actionType[actionTypeScheme=http://www.fpml.org/coding-scheme/action-type].actionTypeScheme,0,,Element with value http://www.fpml.org/coding-scheme/action-type could not be mapped to a rosettaField
cdm-sample-files/fpml-5-10/record-keeping/products/delegated-reporting/dr-ex01.xml,Fail_MappedNone,onBehalfOf(1).partyReference[href=PARTYB].href,onBehalfOf.partyReference[href=PARTYB].href,0,,Element with value PARTYB could not be mapped to a rosettaField
cdm-sample-files/fpml-5-10/record-keeping/products/delegated-reporting/dr-ex01.xml,Fail_MappedNone,quote(3).value,quote.value,0,,Element with value 6 could not be mapped to a rosettaField
